,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,npxg,npxg/sh,g-xg,np:g-xg,season,team,comp
30,2020-06-14,15:30,Matchweek 31,Sun,Home,L,0.0,1.0,Augsburg,1.5,0.9,66.0,,Danny Latza,4-2-3-1,Marco Fritz,Match Report,,0,17,4,23.5,0.0,0.0,18.3,1.0,0,0,1.5,0.09,-1.5,-1.5,2019-2020,Mainz 05,
31,2020-06-17,20:30,Matchweek 32,Wed,Away,W,2.0,0.0,Dortmund,1.7,1.3,31.0,,Danny Latza,4-2-3-1,Frank Willenborg,Match Report,,2,9,4,44.4,0.11,0.25,24.3,0.0,1,1,1.0,0.11,0.3,0.0,2019-2020,Mainz 05,
32,2020-06-20,15:30,Matchweek 33,Sat,Home,W,3.0,1.0,Werder Bremen,2.3,1.8,39.0,,Danny Latza,4-2-3-1,Manuel Gräfe,Match Report,,3,20,11,55.0,0.15,0.27,15.8,0.0,0,0,2.3,0.12,0.7,0.7,2019-2020,Mainz 05,
33,2020-06-27,15:30,Matchweek 34,Sat,Away,L,0.0,1.0,Leverkusen,0.4,1.5,33.0,,Danny Latza,4-2-3-1,Benjamin Cortus,Match Report,,0,6,1,16.7,0.0,0.0,19.8,0.0,0,0,0.4,0.06,-0.4,-0.4,2019-2020,Mainz 05,
0,2019-08-17,15:30,Matchweek 1,Sat,Away,L,1.0,2.0,Wolfsburg,1.2,1.0,53.0,25099.0,Jonas Hector,4-2-3-1,Sven Jablonski,Match Report,,1,11,2,18.2,0.09,0.5,17.7,0.0,0,0,1.2,0.11,-0.2,-0.2,2019-2020,Koln,
1,2019-08-23,20:30,Matchweek 2,Fri,Home,L,1.0,3.0,Dortmund,0.9,2.2,27.0,50000.0,Jonas Hector,4-4-2,Christian Dingert,Match Report,,1,13,1,7.7,0.08,1.0,14.7,0.0,0,0,0.9,0.07,0.1,0.1,2019-2020,Koln,
2,2019-08-31,15:30,Matchweek 3,Sat,Away,W,2.0,1.0,Freiburg,1.7,1.1,47.0,24000.0,Jonas Hector,4-1-3-2,Robert Kampka,Match Report,,2,10,3,30.0,0.2,0.67,12.8,0.0,0,0,1.7,0.17,0.3,0.3,2019-2020,Koln,
3,2019-09-14,15:30,Matchweek 4,Sat,Home,L,0.0,1.0,M'Gladbach,0.9,1.4,51.0,50000.0,Jonas Hector,4-2-2-2,Deniz Aytekin,Match Report,,0,14,7,50.0,0.0,0.0,17.8,0.0,0,0,0.9,0.06,-0.9,-0.9,2019-2020,Koln,
4,2019-09-21,15:30,Matchweek 5,Sat,Away,L,0.0,4.0,Bayern Munich,1.2,2.7,40.0,75000.0,Jonas Hector,4-2-3-1,Patrick Ittrich,Match Report,,0,14,2,14.3,0.0,0.0,20.0,2.0,0,0,1.2,0.09,-1.2,-1.2,2019-2020,Koln,
5,2019-09-29,18:00,Matchweek 6,Sun,Home,L,0.0,4.0,Hertha BSC,0.8,1.8,54.0,49700.0,Jonas Hector,4-2-2-2,Sören Storks,Match Report,,0,9,3,33.3,0.0,0.0,17.3,1.0,0,0,0.8,0.09,-0.8,-0.8,2019-2020,Koln,
6,2019-10-05,18:30,Matchweek 7,Sat,Away,D,1.0,1.0,Schalke 04,0.9,1.6,45.0,61883.0,Jonas Hector,4-2-3-1,Tobias Welz,Match Report,,1,9,5,55.6,0.11,0.2,17.8,0.0,0,0,0.9,0.11,0.1,0.1,2019-2020,Koln,
7,2019-10-20,15:30,Matchweek 8,Sun,Home,W,3.0,0.0,Paderborn 07,2.4,0.4,43.0,50000.0,Jonas Hector,4-2-3-1,Manuel Gräfe,Match Report,,3,17,6,35.3,0.18,0.5,12.0,0.0,0,0,2.4,0.15,0.6,0.6,2019-2020,Koln,
8,2019-10-25,20:30,Matchweek 9,Fri,Away,L,1.0,3.0,Mainz 05,1.3,1.8,53.0,31999.0,Jonas Hector,4-2-3-1,Frank Willenborg,Match Report,,1,17,8,47.1,0.06,0.13,19.0,3.0,0,0,1.3,0.08,-0.3,-0.3,2019-2020,Koln,
9,2019-11-03,15:30,Matchweek 10,Sun,Away,L,0.0,2.0,Düsseldorf,1.3,2.0,60.0,51155.0,Jonas Hector,4-2-3-1,Sven Jablonski,Match Report,,0,8,1,12.5,0.0,0.0,17.4,0.0,0,0,1.3,0.16,-1.3,-1.3,2019-2020,Koln,
10,2019-11-08,20:30,Matchweek 11,Fri,Home,L,1.0,2.0,Hoffenheim,0.9,2.1,45.0,49100.0,Jonas Hector,3-4-1-2,Robert Kampka,Match Report,,1,11,3,27.3,0.09,0.33,20.0,0.0,0,0,0.9,0.08,0.1,0.1,2019-2020,Koln,
11,2019-11-23,18:30,Matchweek 12,Sat,Away,L,1.0,4.0,RB Leipzig,0.6,2.3,31.0,42036.0,Jonas Hector,4-3-3,Robert Schröder,Match Report,,1,6,1,16.7,0.17,1.0,15.8,0.0,0,0,0.6,0.1,0.4,0.4,2019-2020,Koln,
12,2019-11-30,15:30,Matchweek 13,Sat,Home,D,1.0,1.0,Augsburg,1.2,2.1,55.0,49200.0,Jonas Hector,4-4-2,Tobias Stieler,Match Report,,1,13,6,46.2,0.08,0.17,16.5,1.0,0,0,1.2,0.1,-0.2,-0.2,2019-2020,Koln,
13,2019-12-08,15:30,Matchweek 14,Sun,Away,L,0.0,2.0,Union Berlin,1.2,1.9,45.0,22012.0,Marco Höger,4-4-1-1,Patrick Ittrich,Match Report,,0,14,4,28.6,0.0,0.0,17.4,3.0,0,0,1.2,0.09,-1.2,-1.2,2019-2020,Koln,
14,2019-12-14,15:30,Matchweek 15,Sat,Home,W,2.0,0.0,Leverkusen,1.7,0.2,40.0,49500.0,Jonas Hector,4-1-4-1,Manuel Gräfe,Match Report,,2,13,5,38.5,0.15,0.4,17.0,1.0,0,0,1.7,0.13,0.3,0.3,2019-2020,Koln,
15,2019-12-18,20:30,Matchweek 16,Wed,Away,W,4.0,2.0,Eint Frankfurt,1.9,1.4,55.0,50300.0,Jonas Hector,4-2-3-1,Deniz Aytekin,Match Report,,4,21,9,42.9,0.19,0.44,19.6,1.0,0,0,1.9,0.09,2.1,2.1,2019-2020,Koln,
16,2019-12-21,15:30,Matchweek 17,Sat,Home,W,1.0,0.0,Werder Bremen,0.8,0.3,54.0,50000.0,Jonas Hector,4-1-4-1,Daniel Schlager,Match Report,,1,7,1,14.3,0.14,1.0,18.2,0.0,0,0,0.8,0.11,0.2,0.2,2019-2020,Koln,
17,2020-01-18,15:30,Matchweek 18,Sat,Home,W,3.0,1.0,Wolfsburg,1.1,1.8,48.0,49100.0,Jonas Hector,4-2-3-1,Marco Fritz,Match Report,,3,12,7,58.3,0.25,0.43,13.3,0.0,0,0,1.1,0.09,1.9,1.9,2019-2020,Koln,
18,2020-01-24,20:30,Matchweek 19,Fri,Away,L,1.0,5.0,Dortmund,1.1,2.8,41.0,81365.0,Jonas Hector,4-2-3-1,Harm Osmers,Match Report,,1,11,5,45.5,0.09,0.2,16.2,0.0,0,0,1.1,0.1,-0.1,-0.1,2019-2020,Koln,
19,2020-02-02,15:30,Matchweek 20,Sun,Home,W,4.0,0.0,Freiburg,3.7,0.8,45.0,50000.0,Jonas Hector,4-2-3-1,Robert Kampka,Match Report,,4,24,9,37.5,0.17,0.44,16.7,2.0,0,0,3.7,0.16,0.3,0.3,2019-2020,Koln,
20,2020-02-16,15:30,Matchweek 22,Sun,Home,L,1.0,4.0,Bayern Munich,2.5,2.6,39.0,50000.0,Jonas Hector,4-2-3-1,Felix Zwayer,Match Report,,1,13,5,38.5,0.08,0.2,16.4,0.0,0,0,2.5,0.19,-1.5,-1.5,2019-2020,Koln,
21,2020-02-22,15:30,Matchweek 23,Sat,Away,W,5.0,0.0,Hertha BSC,2.4,0.6,39.0,46207.0,Timo Horn,4-2-3-1,Daniel Schlager,Match Report,,5,17,11,64.7,0.29,0.45,16.0,1.0,0,0,2.4,0.14,2.6,2.6,2019-2020,Koln,
22,2020-02-29,18:30,Matchweek 24,Sat,Home,W,3.0,0.0,Schalke 04,1.3,0.8,39.0,50000.0,Jonas Hector,4-2-3-1,Manuel Gräfe,Match Report,,2,11,6,54.5,0.18,0.33,16.9,1.0,0,0,1.3,0.11,0.7,0.7,2019-2020,Koln,
23,2020-03-06,20:00,Matchweek 25,Fri,Away,W,2.0,1.0,Paderborn 07,2.5,0.7,51.0,15000.0,Jonas Hector,4-2-3-1,Daniel Siebert,Match Report,,2,15,3,20.0,0.13,0.67,16.0,0.0,0,0,2.5,0.17,-0.5,-0.5,2019-2020,Koln,
24,2020-03-11,18:30,Matchweek 21,Wed,Away,L,1.0,2.0,M'Gladbach,1.2,0.8,47.0,,Jonas Hector,4-2-3-1,Deniz Aytekin,Match Report,,1,15,3,20.0,0.07,0.33,15.1,1.0,0,0,1.2,0.08,-0.2,-0.2,2019-2020,Koln,
25,2020-05-17,15:30,Matchweek 26,Sun,Home,D,2.0,2.0,Mainz 05,2.7,2.3,48.0,,Jonas Hector,4-2-3-1,Guido Winkmann,Match Report,,2,15,5,33.3,0.07,0.2,15.1,1.0,1,1,1.9,0.15,-0.7,-0.9,2019-2020,Koln,
26,2020-05-24,18:00,Matchweek 27,Sun,Home,D,2.0,2.0,Düsseldorf,1.8,0.4,60.0,,Jonas Hector,4-2-3-1,Benjamin Cortus,Match Report,,2,14,5,35.7,0.14,0.4,17.7,0.0,0,1,1.5,0.12,0.2,0.5,2019-2020,Koln,
27,2020-05-27,20:30,Matchweek 28,Wed,Away,L,1.0,3.0,Hoffenheim,2.2,1.2,57.0,,Timo Horn,4-2-3-1,Felix Brych,Match Report,,1,16,4,25.0,0.06,0.25,19.2,0.0,0,1,1.4,0.09,-1.2,-0.4,2019-2020,Koln,
28,2020-06-01,20:30,Matchweek 29,Mon,Home,L,2.0,4.0,RB Leipzig,1.1,2.9,48.0,,Jonas Hector,4-2-3-1,Christian Dingert,Match Report,,2,7,5,71.4,0.29,0.4,16.0,0.0,0,0,1.1,0.16,0.9,0.9,2019-2020,Koln,
29,2020-06-07,18:00,Matchweek 30,Sun,Away,D,1.0,1.0,Augsburg,0.8,2.0,50.0,,Jonas Hector,4-2-3-1,Benjamin Cortus,Match Report,,1,9,2,22.2,0.11,0.5,17.1,0.0,0,0,0.8,0.09,0.2,0.2,2019-2020,Koln,
30,2020-06-13,15:30,Matchweek 31,Sat,Home,L,1.0,2.0,Union Berlin,1.3,0.5,61.0,,Jonas Hector,4-2-3-1,Martin Petersen,Match Report,,1,10,6,60.0,0.1,0.17,15.7,0.0,0,0,1.3,0.13,-0.3,-0.3,2019-2020,Koln,
31,2020-06-17,20:30,Matchweek 32,Wed,Away,L,1.0,3.0,Leverkusen,0.6,2.4,33.0,,Timo Horn,4-2-3-1,Sven Jablonski,Match Report,,1,8,1,12.5,0.13,1.0,17.4,1.0,0,0,0.6,0.07,0.4,0.4,2019-2020,Koln,
32,2020-06-20,15:30,Matchweek 33,Sat,Home,D,1.0,1.0,Eint Frankfurt,1.0,1.4,38.0,,Timo Horn,3-4-1-2,Christian Dingert,Match Report,,1,3,1,33.3,0.0,0.0,18.6,0.0,1,1,0.2,0.07,0.0,-0.2,2019-2020,Koln,
33,2020-06-27,15:30,Matchweek 34,Sat,Away,L,1.0,6.0,Werder Bremen,0.9,2.7,47.0,,Timo Horn,3-1-4-2,Bastian Dankert,Match Report,,1,6,2,33.3,0.17,0.5,18.3,1.0,0,0,0.9,0.15,0.1,0.1,2019-2020,Koln,
0,2019-08-17,15:30,Matchweek 1,Sat,Away,L,1.0,5.0,Dortmund,0.9,3.2,22.0,81365.0,Daniel Baier,4-2-3-1,Frank Willenborg,Match Report,,1,5,1,20.0,0.2,1.0,11.9,0.0,0,0,0.9,0.17,0.1,0.1,2019-2020,Augsburg,
1,2019-08-24,15:30,Matchweek 2,Sat,Home,D,1.0,1.0,Union Berlin,1.5,1.1,54.0,27703.0,Daniel Baier,4-2-3-1,Robert Schröder,Match Report,,1,12,4,33.3,0.08,0.25,17.6,1.0,0,0,1.5,0.12,-0.5,-0.5,2019-2020,Augsburg,
2,2019-09-01,15:30,Matchweek 3,Sun,Away,L,2.0,3.0,Werder Bremen,1.4,2.3,34.0,40041.0,Daniel Baier,4-4-2,Sören Storks,Match Report,,2,12,6,50.0,0.17,0.33,19.2,1.0,0,0,1.4,0.12,0.6,0.6,2019-2020,Augsburg,
3,2019-09-14,15:30,Matchweek 4,Sat,Home,W,2.0,1.0,Eint Frankfurt,1.3,1.1,31.0,28513.0,Alfreð Finnbogason,4-4-2,Harm Osmers,Match Report,,2,8,5,62.5,0.25,0.4,17.2,0.0,0,0,1.3,0.17,0.7,0.7,2019-2020,Augsburg,
4,2019-09-21,15:30,Matchweek 5,Sat,Away,D,1.0,1.0,Freiburg,1.0,1.3,38.0,23800.0,Alfreð Finnbogason,4-4-2,Bastian Dankert,Match Report,,1,13,2,15.4,0.08,0.5,19.4,0.0,0,0,1.0,0.08,0.0,0.0,2019-2020,Augsburg,
5,2019-09-28,15:30,Matchweek 6,Sat,Home,L,0.0,3.0,Leverkusen,0.3,0.9,26.0,27113.0,Alfreð Finnbogason,4-4-2,Robert Kampka,Match Report,,0,7,1,14.3,0.0,0.0,23.0,0.0,0,0,0.3,0.04,-0.3,-0.3,2019-2020,Augsburg,
6,2019-10-06,13:30,Matchweek 7,Sun,Away,L,1.0,5.0,M'Gladbach,1.4,3.0,37.0,50352.0,Rani Khedira,4-4-2,Robert Schröder,Match Report,,1,14,3,21.4,0.07,0.33,19.9,0.0,0,0,1.4,0.1,-0.4,-0.4,2019-2020,Augsburg,
7,2019-10-19,15:30,Matchweek 8,Sat,Home,D,2.0,2.0,Bayern Munich,2.3,3.1,23.0,30660.0,Rani Khedira,4-1-4-1,Daniel Siebert,Match Report,,2,9,7,77.8,0.22,0.29,14.6,1.0,0,0,2.3,0.26,-0.3,-0.3,2019-2020,Augsburg,
8,2019-10-27,15:30,Matchweek 9,Sun,Away,D,0.0,0.0,Wolfsburg,1.0,1.1,43.0,22630.0,Daniel Baier,4-4-2,Tobias Stieler,Match Report,,0,10,5,50.0,0.0,0.0,20.4,1.0,0,0,1.0,0.1,-1.0,-1.0,2019-2020,Augsburg,
9,2019-11-03,18:00,Matchweek 10,Sun,Home,L,2.0,3.0,Schalke 04,1.6,0.5,34.0,30361.0,Daniel Baier,4-2-3-1,Patrick Ittrich,Match Report,,2,11,3,27.3,0.09,0.33,20.5,0.0,1,1,0.8,0.08,0.4,0.2,2019-2020,Augsburg,
10,2019-11-09,15:30,Matchweek 11,Sat,Away,W,1.0,0.0,Paderborn 07,1.0,1.2,40.0,13758.0,Daniel Baier,4-2-3-1,Marco Fritz,Match Report,,1,13,5,38.5,0.08,0.2,20.5,1.0,0,0,1.0,0.08,0.0,0.0,2019-2020,Augsburg,
11,2019-11-24,15:30,Matchweek 12,Sun,Home,W,4.0,0.0,Hertha BSC,1.9,0.5,52.0,29233.0,Daniel Baier,4-2-3-1,Sascha Stegemann,Match Report,,4,14,5,35.7,0.29,0.8,19.2,1.0,0,0,1.9,0.13,2.1,2.1,2019-2020,Augsburg,
12,2019-11-30,15:30,Matchweek 13,Sat,Away,D,1.0,1.0,Köln,2.1,1.2,45.0,49200.0,Daniel Baier,4-2-3-1,Tobias Stieler,Match Report,,1,10,3,30.0,0.1,0.33,21.5,0.0,0,1,1.3,0.13,-1.1,-0.3,2019-2020,Augsburg,
13,2019-12-07,15:30,Matchweek 14,Sat,Home,W,2.0,1.0,Mainz 05,3.2,0.5,52.0,26950.0,Daniel Baier,4-2-3-1,Markus Schmidt,Match Report,,2,17,4,23.5,0.06,0.25,15.2,0.0,1,1,2.4,0.14,-1.2,-1.4,2019-2020,Augsburg,
14,2019-12-13,20:30,Matchweek 15,Fri,Away,W,4.0,2.0,Hoffenheim,2.4,2.1,24.0,23309.0,Daniel Baier,4-4-2,Bibiana Steinhaus,Match Report,,4,5,3,60.0,0.6,1.0,18.2,1.0,1,1,1.6,0.32,1.6,1.4,2019-2020,Augsburg,
15,2019-12-17,20:30,Matchweek 16,Tue,Home,W,3.0,0.0,Düsseldorf,1.4,0.6,47.0,27763.0,Daniel Baier,4-2-3-1,Marco Fritz,Match Report,,3,12,7,58.3,0.25,0.43,18.5,1.0,0,0,1.4,0.12,1.6,1.6,2019-2020,Augsburg,
16,2019-12-21,15:30,Matchweek 17,Sat,Away,L,1.0,3.0,RB Leipzig,0.7,3.8,26.0,40562.0,Daniel Baier,4-2-2-2,Daniel Siebert,Match Report,,1,6,2,33.3,0.17,0.5,17.2,0.0,0,0,0.7,0.11,0.3,0.3,2019-2020,Augsburg,
17,2020-01-18,15:30,Matchweek 18,Sat,Home,L,3.0,5.0,Dortmund,1.8,3.7,30.0,30660.0,Daniel Baier,4-2-3-1,Manuel Gräfe,Match Report,,3,13,5,38.5,0.23,0.6,23.6,2.0,0,0,1.8,0.14,1.2,1.2,2019-2020,Augsburg,
18,2020-01-25,15:30,Matchweek 19,Sat,Away,L,0.0,2.0,Union Berlin,1.6,0.8,55.0,22012.0,Daniel Baier,4-2-3-1,Bibiana Steinhaus,Match Report,,0,24,7,29.2,0.0,0.0,19.1,3.0,0,0,1.6,0.07,-1.6,-1.6,2019-2020,Augsburg,
19,2020-02-01,15:30,Matchweek 20,Sat,Home,W,2.0,1.0,Werder Bremen,1.2,0.7,51.0,29432.0,Daniel Baier,4-2-2-2,Marco Fritz,Match Report,,2,15,4,26.7,0.13,0.5,17.4,1.0,0,0,1.2,0.08,0.8,0.8,2019-2020,Augsburg,
20,2020-02-07,20:30,Matchweek 21,Fri,Away,L,0.0,5.0,Eint Frankfurt,0.7,1.9,41.0,48800.0,Daniel Baier,4-2-2-2,Manuel Gräfe,Match Report,,0,8,4,50.0,0.0,0.0,19.3,1.0,0,0,0.7,0.09,-0.7,-0.7,2019-2020,Augsburg,
21,2020-02-15,15:30,Matchweek 22,Sat,Home,D,1.0,1.0,Freiburg,0.7,1.3,28.0,26822.0,Daniel Baier,4-2-2-2,Patrick Ittrich,Match Report,,1,9,3,33.3,0.11,0.33,21.7,1.0,0,0,0.7,0.08,0.3,0.3,2019-2020,Augsburg,
22,2020-02-23,15:30,Matchweek 23,Sun,Away,L,0.0,2.0,Leverkusen,0.7,1.1,25.0,23703.0,Daniel Baier,5-4-1,Sven Jablonski,Match Report,,0,8,3,37.5,0.0,0.0,20.2,1.0,0,0,0.7,0.09,-0.7,-0.7,2019-2020,Augsburg,
23,2020-02-29,15:30,Matchweek 24,Sat,Home,L,2.0,3.0,M'Gladbach,0.8,3.0,46.0,29303.0,Jeffrey Gouweleeuw,4-5-1,Markus Schmidt,Match Report,,2,8,3,37.5,0.25,0.67,15.8,0.0,0,0,0.8,0.1,1.2,1.2,2019-2020,Augsburg,
24,2020-03-08,15:30,Matchweek 25,Sun,Away,L,0.0,2.0,Bayern Munich,0.7,3.5,27.0,75000.0,Daniel Baier,4-2-3-1,Bibiana Steinhaus,Match Report,,0,6,2,33.3,0.0,0.0,14.5,0.0,0,0,0.7,0.14,-0.7,-0.7,2019-2020,Augsburg,
25,2020-05-16,15:30,Matchweek 26,Sat,Home,L,1.0,2.0,Wolfsburg,1.3,1.5,40.0,,Daniel Baier,4-2-3-1,Felix Brych,Match Report,,1,8,3,37.5,0.13,0.33,16.4,0.0,0,0,1.3,0.17,-0.3,-0.3,2019-2020,Augsburg,
26,2020-05-24,13:30,Matchweek 27,Sun,Away,W,3.0,0.0,Schalke 04,1.3,1.0,29.0,,Rani Khedira,4-2-3-1,Sascha Stegemann,Match Report,,3,9,7,77.8,0.33,0.43,20.6,2.0,0,0,1.3,0.15,1.7,1.7,2019-2020,Augsburg,
27,2020-05-27,20:30,Matchweek 28,Wed,Home,D,0.0,0.0,Paderborn 07,0.6,1.2,55.0,,Daniel Baier,4-2-3-1,Deniz Aytekin,Match Report,,0,12,3,25.0,0.0,0.0,19.7,1.0,0,0,0.6,0.05,-0.6,-0.6,2019-2020,Augsburg,
28,2020-05-30,15:30,Matchweek 29,Sat,Away,L,0.0,2.0,Hertha BSC,1.1,2.1,49.0,,Rani Khedira,4-2-3-1,Sven Jablonski,Match Report,,0,8,3,37.5,0.0,0.0,21.2,0.0,0,0,1.1,0.13,-1.1,-1.1,2019-2020,Augsburg,
29,2020-06-07,18:00,Matchweek 30,Sun,Home,D,1.0,1.0,Köln,2.0,0.8,50.0,,Rani Khedira,4-2-3-1,Benjamin Cortus,Match Report,,1,15,4,26.7,0.07,0.25,21.0,1.0,0,1,1.2,0.08,-1.0,-0.2,2019-2020,Augsburg,
30,2020-06-14,15:30,Matchweek 31,Sun,Away,W,1.0,0.0,Mainz 05,0.9,1.5,34.0,,Jeffrey Gouweleeuw,4-2-3-1,Marco Fritz,Match Report,,1,9,3,33.3,0.11,0.33,19.2,1.0,0,0,0.9,0.1,0.1,0.1,2019-2020,Augsburg,
31,2020-06-17,20:30,Matchweek 32,Wed,Home,L,1.0,3.0,Hoffenheim,0.6,2.6,44.0,,Daniel Baier,4-2-3-1,Deniz Aytekin,Match Report,,1,12,5,41.7,0.08,0.2,20.7,0.0,0,0,0.6,0.05,0.4,0.4,2019-2020,Augsburg,
32,2020-06-20,15:30,Matchweek 33,Sat,Away,D,1.0,1.0,Düsseldorf,1.3,0.5,44.0,,Jeffrey Gouweleeuw,4-2-3-1,Daniel Siebert,Match Report,,1,11,3,27.3,0.09,0.33,14.8,1.0,0,0,1.3,0.12,-0.3,-0.3,2019-2020,Augsburg,
33,2020-06-27,15:30,Matchweek 34,Sat,Home,L,1.0,2.0,RB Leipzig,0.2,1.8,35.0,,Alfreð Finnbogason,4-2-3-1,Felix Brych,Match Report,,1,5,1,20.0,0.2,1.0,19.3,1.0,0,0,0.2,0.05,0.8,0.8,2019-2020,Augsburg,
0,2019-08-17,15:30,Matchweek 1,Sat,Home,L,1.0,3.0,Düsseldorf,1.9,1.0,67.0,42100.0,Niklas Moisander,4-3-3,Felix Zwayer,Match Report,,1,24,10,41.7,0.04,0.1,16.0,0.0,0,0,1.9,0.08,-0.9,-0.9,2019-2020,Werder Bremen,Bundesliga
1,2019-08-24,15:30,Matchweek 2,Sat,Away,L,2.0,3.0,Hoffenheim,1.2,0.9,46.0,27333.0,Niklas Moisander,3-4-3,Sascha Stegemann,Match Report,,2,18,5,27.8,0.11,0.4,17.7,0.0,0,0,1.2,0.07,0.8,0.8,2019-2020,Werder Bremen,Bundesliga
2,2019-09-01,15:30,Matchweek 3,Sun,Home,W,3.0,2.0,Augsburg,2.3,1.4,66.0,40041.0,Niklas Moisander,4-1-2-1-2◆,Sören Storks,Match Report,,3,15,5,33.3,0.2,0.6,16.9,0.0,0,0,2.3,0.15,0.7,0.7,2019-2020,Werder Bremen,Bundesliga
3,2019-09-14,15:30,Matchweek 4,Sat,Away,W,2.0,1.0,Union Berlin,2.2,1.7,53.0,22012.0,Davy Klaassen,4-1-3-2,Tobias Welz,Match Report,,2,14,5,35.7,0.07,0.2,20.8,1.0,1,2,0.6,0.04,-0.2,0.4,2019-2020,Werder Bremen,Bundesliga
4,2019-09-21,18:30,Matchweek 5,Sat,Home,L,0.0,3.0,RB Leipzig,0.7,1.5,47.0,40550.0,Davy Klaassen,3-5-2,Tobias Stieler,Match Report,,0,8,0,0.0,0.0,,18.3,0.0,0,0,0.7,0.08,-0.7,-0.7,2019-2020,Werder Bremen,Bundesliga
5,2019-09-28,18:30,Matchweek 6,Sat,Away,D,2.0,2.0,Dortmund,0.8,1.5,35.0,81365.0,Davy Klaassen,4-2-3-1,Deniz Aytekin,Match Report,,2,11,5,45.5,0.18,0.4,17.9,0.0,0,0,0.8,0.08,1.2,1.2,2019-2020,Werder Bremen,Bundesliga
6,2019-10-06,18:00,Matchweek 7,Sun,Away,D,2.0,2.0,Eint Frankfurt,1.8,2.9,37.0,51500.0,Davy Klaassen,4-3-3,Guido Winkmann,Match Report,,2,10,4,40.0,0.1,0.25,20.1,0.0,1,1,1.0,0.13,0.2,0.0,2019-2020,Werder Bremen,Bundesliga
7,2019-10-19,15:30,Matchweek 8,Sat,Home,D,1.0,1.0,Hertha BSC,0.9,0.5,54.0,41447.0,Davy Klaassen,4-3-3,Felix Brych,Match Report,,1,16,5,31.3,0.06,0.2,17.9,0.0,0,0,0.9,0.06,0.1,0.1,2019-2020,Werder Bremen,Bundesliga
8,2019-10-26,18:30,Matchweek 9,Sat,Away,D,2.0,2.0,Leverkusen,0.9,2.9,38.0,30210.0,Davy Klaassen,4-1-2-1-2◆,Martin Petersen,Match Report,,2,11,3,27.3,0.18,0.67,21.2,0.0,0,0,0.9,0.08,1.1,1.1,2019-2020,Werder Bremen,Bundesliga
9,2019-11-02,15:30,Matchweek 10,Sat,Home,D,2.0,2.0,Freiburg,1.5,1.2,46.0,41000.0,Davy Klaassen,4-3-3,Christian Dingert,Match Report,,2,21,10,47.6,0.1,0.2,18.0,0.0,0,0,1.5,0.07,0.5,0.5,2019-2020,Werder Bremen,Bundesliga
10,2019-11-10,13:30,Matchweek 11,Sun,Away,L,1.0,3.0,M'Gladbach,1.7,1.9,47.0,54022.0,Davy Klaassen,4-4-2,Tobias Stieler,Match Report,,1,15,6,40.0,0.07,0.17,21.5,1.0,0,1,0.9,0.06,-0.7,0.1,2019-2020,Werder Bremen,Bundesliga
11,2019-11-23,15:30,Matchweek 12,Sat,Home,L,1.0,2.0,Schalke 04,2.0,0.7,50.0,42100.0,Davy Klaassen,4-1-2-1-2◆,Benjamin Cortus,Match Report,,1,18,5,27.8,0.06,0.2,18.5,0.0,0,0,2.0,0.13,-1.0,-1.0,2019-2020,Werder Bremen,Bundesliga
12,2019-12-01,18:00,Matchweek 13,Sun,Away,W,3.0,2.0,Wolfsburg,1.3,2.2,40.0,26012.0,Davy Klaassen,4-3-3,Robert Kampka,Match Report,,3,9,2,22.2,0.22,1.0,20.9,0.0,1,1,0.6,0.07,1.7,1.4,2019-2020,Werder Bremen,Bundesliga
13,2019-12-08,18:00,Matchweek 14,Sun,Home,L,0.0,1.0,Paderborn 07,1.0,1.4,54.0,39870.0,Niklas Moisander,4-3-3,Sascha Stegemann,Match Report,,0,12,3,25.0,0.0,0.0,16.3,0.0,0,0,1.0,0.08,-1.0,-1.0,2019-2020,Werder Bremen,Bundesliga
14,2019-12-14,15:30,Matchweek 15,Sat,Away,L,1.0,6.0,Bayern Munich,0.6,5.5,27.0,75000.0,Davy Klaassen,3-1-4-2,Robert Schröder,Match Report,,1,10,2,20.0,0.1,0.5,15.6,0.0,0,0,0.6,0.06,0.4,0.4,2019-2020,Werder Bremen,Bundesliga
15,2019-12-17,18:30,Matchweek 16,Tue,Home,L,0.0,5.0,Mainz 05,1.0,2.0,60.0,37720.0,Niklas Moisander,4-3-3,Frank Willenborg,Match Report,,0,14,5,35.7,0.0,0.0,18.0,0.0,0,0,1.0,0.07,-1.0,-1.0,2019-2020,Werder Bremen,Bundesliga
16,2019-12-21,15:30,Matchweek 17,Sat,Away,L,0.0,1.0,Köln,0.3,0.8,46.0,50000.0,Niklas Moisander,3-4-3,Daniel Schlager,Match Report,,0,6,1,16.7,0.0,0.0,20.9,1.0,0,0,0.3,0.05,-0.3,-0.3,2019-2020,Werder Bremen,Bundesliga
17,2020-01-18,15:30,Matchweek 18,Sat,Away,W,1.0,0.0,Düsseldorf,0.7,1.1,51.0,46000.0,Niklas Moisander,3-4-3,Felix Brych,Match Report,,0,13,4,30.8,0.0,0.0,21.9,1.0,0,0,0.7,0.05,-0.7,-0.7,2019-2020,Werder Bremen,Bundesliga
